229	422	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
6	82	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
379	310	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
229	633	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
32	219	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
232	536	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
288	105	1,1,0,1,0,1,0,1,1,1,1,1,1,1,0	1
378	378	1,1,0,1,0,1,0,1,1,1,1,1,1,1,0	0
153	548	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
120	604	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
90	548	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
70	130	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
540	595	0,1,0,0,0,1,0,1,0,1,1,0,1,1,1	1
311	390	0,1,0,0,0,1,0,1,0,1,1,0,1,1,1	0
353	345	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
3	478	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
61	585	1,1,0,1,0,1,0,0,1,1,1,0,1,0,1	1
586	636	1,1,0,1,0,1,0,0,1,1,1,0,1,0,1	0
402	92	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
212	263	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
127	463	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
188	560	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
208	335	1,1,0,1,0,1,1,1,1,1,1,0,1,1,1	1
189	593	1,1,0,1,0,1,1,1,1,1,1,0,1,1,1	0
538	265	0,1,0,0,0,1,0,0,1,1,0,0,1,1,1	1
249	617	0,1,0,0,0,1,0,0,1,1,0,0,1,1,1	0
254	41	1,1,0,0,0,0,0,0,0,1,0,0,0,1,1	1
170	218	1,1,0,0,0,0,0,0,0,1,0,0,0,1,1	0
82	199	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
58	298	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
493	343	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
351	389	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
534	435	1,1,1,1,1,1,1,1,1,1,1,0,1,1,1	1
582	595	1,1,1,1,1,1,1,1,1,1,1,0,1,1,1	0
520	105	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
216	448	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
54	613	1,1,0,0,0,0,0,0,1,1,1,0,1,1,0	1
431	638	1,1,0,0,0,0,0,0,1,1,1,0,1,1,0	0
497	383	0,1,0,1,0,0,1,0,1,1,0,1,1,0,1	1
283	549	0,1,0,1,0,0,1,0,1,1,0,1,1,0,1	0
440	136	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
481	543	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
463	117	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
61	625	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
180	189	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
138	402	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
108	212	1,1,1,1,0,1,0,1,1,1,1,0,1,1,1	1
78	121	1,1,1,1,0,1,0,1,1,1,1,0,1,1,1	0
535	469	1,1,1,1,1,1,1,1,1,1,1,0,1,1,1	1
423	567	1,1,1,1,1,1,1,1,1,1,1,0,1,1,1	0
153	330	1,1,0,1,0,1,1,0,1,1,0,0,1,1,1	1
277	602	1,1,0,1,0,1,1,0,1,1,0,0,1,1,1	0
570	345	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
99	622	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
173	494	1,1,1,0,0,1,0,1,1,1,1,0,1,1,1	1
536	614	1,1,1,0,0,1,0,1,1,1,1,0,1,1,1	0
402	360	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
70	334	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
628	188	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
12	423	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
439	185	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
81	560	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
565	163	0,1,0,0,0,0,0,0,0,1,0,0,0,0,1	1
360	448	0,1,0,0,0,0,0,0,0,1,0,0,0,0,1	0
18	337	1,1,0,0,0,1,0,0,1,1,0,0,1,1,0	1
182	249	1,1,0,0,0,1,0,0,1,1,0,0,1,1,0	0
342	604	0,1,0,0,1,1,0,0,1,1,0,0,1,1,1	1
526	621	0,1,0,0,1,1,0,0,1,1,0,0,1,1,1	0
342	262	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
538	614	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
112	165	1,1,1,0,0,1,1,1,1,1,1,0,1,1,1	1
323	484	1,1,1,0,0,1,1,1,1,1,1,0,1,1,1	0
51	18	1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	1
5	127	1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	0
180	219	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
204	307	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
190	437	1,1,0,0,0,1,0,0,1,1,0,0,1,0,1	1
316	594	1,1,0,0,0,1,0,0,1,1,0,0,1,0,1	0
369	366	1,1,1,1,0,1,0,0,1,1,1,1,1,1,1	1
40	516	1,1,1,1,0,1,0,0,1,1,1,1,1,1,1	0
484	337	1,0,0,0,0,1,1,1,1,1,1,0,1,0,1	1
343	367	1,0,0,0,0,1,1,1,1,1,1,0,1,0,1	0
545	256	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
159	573	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
233	260	1,1,1,1,0,1,1,1,1,1,1,0,1,1,1	1
374	412	1,1,1,1,0,1,1,1,1,1,1,0,1,1,1	0
87	265	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
351	553	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
303	277	0,1,0,0,0,0,0,1,1,1,1,0,1,0,1	1
306	621	0,1,0,0,0,0,0,1,1,1,1,0,1,0,1	0
209	371	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
142	153	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
90	454	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
95	178	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
25	129	1,1,1,1,0,1,1,1,1,1,1,0,1,1,1	1
121	349	1,1,1,1,0,1,1,1,1,1,1,0,1,1,1	0
354	108	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
107	623	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
90	324	1,1,0,0,0,1,1,1,1,1,1,0,1,1,1	1
181	541	1,1,0,0,0,1,1,1,1,1,1,0,1,1,1	0
342	451	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
167	596	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
348	273	1,1,0,0,0,1,0,0,1,1,1,1,1,1,1	1
573	579	1,1,0,0,0,1,0,0,1,1,1,1,1,1,1	0
611	460	0,1,0,0,0,1,0,0,0,1,0,0,1,1,1	1
87	588	0,1,0,0,0,1,0,0,0,1,0,0,1,1,1	0
259	467	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
210	478	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
304	378	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1
24	333	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0
25	224	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
238	367	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
295	123	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
350	547	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
342	167	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	1
321	323	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	0
268	497	1,1,0,0,0,1,0,1,1,1,0,0,1,1,1	1
371	600	1,1,0,0,0,1,0,1,1,1,0,0,1,1,1	0
124	310	1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	1
78	263	1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	0
148	343	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
152	520	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	0
82	453	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1
